verdict	source_citation	keyword	raw_number	normalized	note	context
UNRESOLVED_CONTAINER	N.D.A.C. § 62-04-06-02	article	62-03	62-3	2-segment container absent	sizing, and construction requirements of article 62-03. 2. Waste pipe. Any indirect waste pipe exceeding
UNRESOLVED_CONTAINER	N.D.A.C. § 62-04-06-03	article	62-03	62-3	2-segment container absent	and shall be installed in accordance with article 62-03. b. The inlet side of the fixture trap - Provide
UNRESOLVED_CONTAINER	N.D.A.C. § 62-04-09-01	article	62-03	62-3	2-segment container absent	on is in accordance with this article and article 62-03. General Authority: NDCC 43-18.1-03 Law Implement
UNRESOLVED_CONTAINER	N.D.A.C. § 65-01-01-01	chapter	4-10.1	4-10.1	2-segment container absent	is codified as North Dakota Century Code chapter 4-10.1. This chapter establishes the state potato counci
UNRESOLVED_CONTAINER	N.D.A.C. § 67.1-02-02-09	sections	20-60-24	20-60-24	3-segment container absent	North Dakota Century Code sections 15.1-13-14 and 20-60-24. 2. An applicant who has been out of teaching for
UNRESOLVED_CONTAINER	N.D.A.C. § 68-02-01-01	section	15-40.2-05	15-40.2-5	3-segment container absent	subsection 1 of North Dakota Century Code section 15-40.2-05, the board will provide notice of the hearing to
UNRESOLVED_CONTAINER	N.D.A.C. § 68-02-01-02	section	15-40.2-05	15-40.2-5	3-segment container absent	subsection 1 of North Dakota Century Code section 15-40.2-05. The board waives the application of the North Da
UNRESOLVED_CONTAINER	N.D.A.C. § 68-02-01-03	section	15-40.2-05	15-40.2-5	3-segment container absent	subsection 1 of North Dakota Century Code section 15-40.2-05, and issue an order regarding the payment of tuit
UNRESOLVED_CONTAINER	N.D.A.C. § 69-05.2-01-02	section	63-01.1-02	63-1.1-2	3-segment container absent	s as defined in North Dakota Century Code section 63-01.1-02 that have been included on the official state lis
UNRESOLVED_CONTAINER	N.D.A.C. § 69-05.2-05-06	chapter	23-25	23-25	2-segment container absent	on Control Act (North Dakota Century Code chapter 23-25). b. Solid Waste Management and Land Protection A
UNRESOLVED_CONTAINER	N.D.A.C. § 69-05.2-05-06	chapter	23-29	23-29	2-segment container absent	Protection Act (North Dakota Century Code chapter 23-29). c. Control, prevention, and abatement of pollut
UNRESOLVED_CONTAINER	N.D.A.C. § 69-09-05-04	section	49-03.7-09	49-3.7-9	3-segment container absent	subsection 7 of North Dakota Century Code section 49-03.7-09 the bonding requirement does not apply to a facil
UNRESOLVED_CONTAINER	N.D.A.C. § 69-09-07-09	Section	28-32-03.3	28-32-3.3	3-segment container absent	a bill that would have required the same. Section 28-32-03.3 provides that after the filing of a committee obj
UNRESOLVED_CONTAINER	N.D.A.C. § 7-12-03-03	chapter	19-20.1	19-20.1	2-segment container absent	ertilizer under North Dakota Century Code chapter 19-20.1. History: Effective April 1, 2013. General Author
UNRESOLVED_CONTAINER	N.D.A.C. § 7-13-01-01	chapter	36-23	36-23	2-segment container absent	tribution under North Dakota Century Code chapter 36-23 (S.B. No. 201; S.L. 1951, ch. 223). In 1969, the
UNRESOLVED_CONTAINER	N.D.A.C. § 7-13-01-01	chapter	36-23.1	36-23.1	2-segment container absent	ction Act under North Dakota Century Code chapter 36-23.1 (S.B. No. 251; S.L. 1969, ch. 322, §§ 1-8). This
UNRESOLVED_CONTAINER	N.D.A.C. § 7-13-01-01	chapter	36-23.1	36-23.1	2-segment container absent	ing facilities. North Dakota Century Code chapter 36-23.1 was repealed in 1991 (H.B. No. 1478; S.L. 1991, c
UNRESOLVED_CONTAINER	N.D.A.C. § 7-18-02-03	sections	60-02-12	60-2-12	3-segment container absent	ed pursuant to North Dakota Century Code sections 60-02-12 and 60-02.1-13. History: Effective January 1, 202
UNRESOLVED_CONTAINER	N.D.A.C. § 7-18-02-03	sections	60-02.1-13	60-2.1-13	3-segment container absent	o North Dakota Century Code sections 60-02-12 and 60-02.1-13. History: Effective January 1, 2022. General Auth
UNRESOLVED_CONTAINER	N.D.A.C. § 70-02-01-15	chapter	47-30.1	47-30.1	2-segment container absent	as provided in North Dakota Century Code chapter 47-30.1. A deposit that has remained unclaimed for more t
UNRESOLVED_CONTAINER	N.D.A.C. § 70-02-01-15	chapter	47-30.1	47-30.1	2-segment container absent	ed abandoned by North Dakota Century Code chapter 47-30.1 and must be reported and delivered to the adminis
UNRESOLVED_CONTAINER	N.D.A.C. § 70-02-01-15	chapter	47-30.1	47-30.1	2-segment container absent	as provided by North Dakota Century Code chapter 47-30.1. Earnest money deposits are considered payable or
UNRESOLVED_CONTAINER	N.D.A.C. § 71-02-01-01	section	27-07.1-01	27-7.1-1	3-segment container absent	ted pursuant to North Dakota Century Code section 27-07.1-01 or an individual holding the position of county j
UNRESOLVED_CONTAINER	N.D.A.C. § 74-02-01-02	section	201-36	201-36	2-segment container absent	of moisture, on a wet basis, as listed in section 201-36c-c of the rules and regulations of the Federal Se
UNRESOLVED_CONTAINER	N.D.A.C. § 75-01-03-03	chapter	75-03-38	75-3-38	3-segment container absent	ied or terminated an autism voucher under chapter 75-03-38. 6. The department may, on its own motion, review
UNRESOLVED_CONTAINER	N.D.A.C. § 75-02-02.1-37	chapter	75-02-02.2	75-2-2.2	3-segment container absent	s health insurance program as provided in chapter 75-02-02.2, and the case is closed and then reopened during
UNRESOLVED_CONTAINER	N.D.A.C. § 75-02-02.1-37	chapter	75-02-02.2	75-2-2.2	3-segment container absent	s health insurance program as provided in chapter 75-02-02.2 are considered income in the month received and a
UNRESOLVED_CONTAINER	N.D.A.C. § 75-02-02.1-37.1	chapter	75-02-02.2	75-2-2.2	3-segment container absent	s health insurance program as provided in chapter 75-02-02.2, and the case is closed and then reopened during
UNRESOLVED_CONTAINER	N.D.A.C. § 75-02-02.1-37.1	chapter	75-02-02.2	75-2-2.2	3-segment container absent	s health insurance program as provided in chapter 75-02-02.2 are considered income in the month received and a
UNRESOLVED_CONTAINER	N.D.A.C. § 75-03-21-08	chapter	75-04-07	75-4-7	3-segment container absent	01 and services are provided according to chapter 75-04-07. History: Effective May 1, 1992; amended effectiv
UNRESOLVED_CONTAINER	N.D.A.C. § 75-03-33-10	chapter	75-02-07	75-2-7	3-segment container absent	location methods set forth in chapter 75-02-06 or 75-02-07 shall apply. 3. The entity shall maintain, for a
UNRESOLVED_CONTAINER	N.D.A.C. § 75-09.1-10-06	chapters	09.1-06.1	9.1-6.1	2-segment container absent	1-04.1, 75-09.1-05, 75-09.1-05.1, 75-09.1-06, 75- 09.1-06.1, 75-09.1-07, and 75-09.1-07.1; 5. Must not have h
UNRESOLVED_CONTAINER	N.D.A.C. § 77-01-01-01	chapter	4-22	4-22	2-segment container absent	aw, codified as North Dakota Century Code chapter 4-22. This chapter establishes the state soil conserva
UNRESOLVED_CONTAINER	N.D.A.C. § 79-01-01-01	chapter	4-10.2	4-10.2	2-segment container absent	ct, codified as North Dakota Century Code chapter 4-10.2. The sunflower council was created to promote Nor
UNRESOLVED_CONTAINER	N.D.A.C. § 79-01-01-01	chapter	4-10.2	4-10.2	2-segment container absent	ssembly amended North Dakota Century Code chapter 4-10.2 changing the name from the sunflower council to t
UNRESOLVED_CONTAINER	N.D.A.C. § 79-02-01-01	chapter	4-10.2	4-10.2	2-segment container absent	ted pursuant to North Dakota Century Code chapter 4-10.2 and section 28-32-02. This article applies to all
UNRESOLVED_CONTAINER	N.D.A.C. § 79-02-01-01	chapter	4-10.2	4-10.2	2-segment container absent	onjunction with North Dakota Century Code chapter 4-10.2. History: Amended effective June 1, 1990; June 1,
UNRESOLVED_CONTAINER	N.D.A.C. § 79-02-02-01	chapter	4-10.2	4-10.2	2-segment container absent	n to them under North Dakota Century Code chapter 4-10.2. History: Amended effective June 1, 1990; June 1,
UNRESOLVED_CONTAINER	N.D.A.C. § 8-02-02-06	section	48-01.1-04	48-1.1-4	3-segment container absent	t stipulated in North Dakota Century Code section 48-01.1-04 or buildings for the use of the North Dakota agri
UNRESOLVED_CONTAINER	N.D.A.C. § 8-02-02-06	section	48-01.1-04	48-1.1-4	3-segment container absent	e provisions of North Dakota Century Code section 48-01.1-04. 2. The preparation of submissions to architects
UNRESOLVED_CONTAINER	N.D.A.C. § 81-03-05.4-03	section	1.1552-1	1.1552-1	2-segment container absent	method described in Internal Revenue Code section 1.1552-1(a)(2). 3. Unitary companies' share of consolidate
UNRESOLVED_CONTAINER	N.D.A.C. § 81-03-05.5-02	section	1.1552-1	1.1552-1	2-segment container absent	method described in Internal Revenue Code section 1.1552-1(a)(2). xxx c. Separate company pro forma federal
UNRESOLVED_CONTAINER	N.D.A.C. § 81-03-09-32	section	58-38.1-18	58-38.1-18	3-segment container absent	payer's income. North Dakota Century Code section 58-38.1-18 and article IV(18) of North Dakota Century Code s
UNRESOLVED_CONTAINER	N.D.A.C. § 81-04.1-03-01.1	chapter	57-39.8	57-39.8	2-segment container absent	y of North Dakota Century Code chapter 54-40.2 or 57-39.8, then the provisions of that agreement apply with
UNRESOLVED_CONTAINER	N.D.A.C. § 81-10.1-01-03	section	57-35.3-01	57-35.3-1	3-segment container absent	subsection 2 of North Dakota Century Code section 57-35.3-01, which previously reported income under North Dak
UNRESOLVED_CONTAINER	N.D.A.C. § 81-10.1-01-03	chapter	57-35.3	57-35.3	2-segment container absent	to report under North Dakota Century Code chapter 57-35.3 on a calendar year basis, must file a short perio
UNRESOLVED_CONTAINER	N.D.A.C. § 81-10.1-01-03	section	57-35.3-01	57-35.3-1	3-segment container absent	subsection 2 of North Dakota Century Code section 57-35.3-01 which: a. Has not previously conducted business i
UNRESOLVED_CONTAINER	N.D.A.C. § 81-10.1-01-03	chapter	57-35.3	57-35.3	2-segment container absent	to report under North Dakota Century Code chapter 57-35.3 on a calendar year basis; must file a short peri
UNRESOLVED_CONTAINER	N.D.A.C. § 82-01-01-01	chapter	15-39	15-39	2-segment container absent	ion codified as North Dakota Century Code chapter 15-39. This chapter provided a retirement program for p
UNRESOLVED_CONTAINER	N.D.A.C. § 82-01-01-01	chapter	15-39	15-39	2-segment container absent	sembly repealed North Dakota Century Code chapter 15-39 and enacted North Dakota Century Code chapter 15-
UNRESOLVED_CONTAINER	N.D.A.C. § 84-03-01-01	section	57-50-01	57-50-1	3-segment container absent	ministration of North Dakota Century Code section 57-50-01, is a public road established pursuant to North D
UNRESOLVED_CONTAINER	N.D.A.C. § 89-02-01-02	section	61-21-01	61-21-1	3-segment container absent	" is defined in North Dakota Century Code section 61-21-01. 3. "District" means water resource district. 4.
UNRESOLVED_CONTAINER	N.D.A.C. § 89-02-01-02	section	61-21-01	61-21-1	3-segment container absent	" is defined in North Dakota Century Code section 61-21-01. 5. "Department" is defined in North Dakota Centu
UNRESOLVED_CONTAINER	N.D.A.C. § 89-02-01-02	section	61-21-01	61-21-1	3-segment container absent	" is defined in North Dakota Century Code section 61-21-01. 10. "Maintenance" means removal of silt and vege
UNRESOLVED_CONTAINER	N.D.A.C. § 89-11-01-04	section	43-35-02	43-35-2	3-segment container absent	r as defined by North Dakota Century Code section 43-35-02. 4. Eligible items include new water wells, rural
UNRESOLVED_CONTAINER	N.D.A.C. § 90-01-01-01	chapter	43-35	43-35	2-segment container absent	rs, codified as North Dakota Century Code chapter 43-35. The 1985 legislative assembly added pump and pit
UNRESOLVED_CONTAINER	N.D.A.C. § 90-01-01-01	section	43-35-03	43-35-3	3-segment container absent	is detailed in North Dakota Century Code section 43-35-03. 3. Executive secretary-treasurer. The board shal
UNRESOLVED_CONTAINER	N.D.A.C. § 90-01-01-01	chapter	43-35	43-35	2-segment container absent	ning process in North Dakota Century Code chapter 43-35. 4. Inquiries. Inquiries regarding the board or e
UNRESOLVED_CONTAINER	N.D.A.C. § 90-01-01-02	chapter	43-35	43-35	2-segment container absent	hy in enforcing North Dakota Century Code chapter 43-35 must, at all times, be for the quantity and quali
UNRESOLVED_CONTAINER	N.D.A.C. § 90-01-02-01	section	43-35-02	43-35-2	3-segment container absent	subsection 5 of North Dakota Century Code section 43-35-02. History: Effective March 1, 1984; amended effect
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-02-01.3	chapter	43-35	43-35	2-segment container absent	rtificate under North Dakota Century Cody chapter 43-35, a qualified applicant shall execute and deposit
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-02-01.3	chapter	43-35	43-35	2-segment container absent	compliance with North Dakota Century Code chapter 43-35. The required amount of a surety bond is fifteen
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-02-02	sections	43-35-13	43-35-13	3-segment container absent	complied with North Dakota Century Code sections 43-35-13 and 43-35-14. Upon board approval, the applicant
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-02-02	sections	43-35-14	43-35-14	3-segment container absent	h North Dakota Century Code sections 43-35-13 and 43-35-14. Upon board approval, the applicant is to be rega
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-02-02.1	section	43-35-13	43-35-13	3-segment container absent	nce required by North Dakota Century Code section 43-35-13 must have occurred during the three years immedia
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-02-02.4	chapter	43-35	43-35	2-segment container absent	te issued under North Dakota Century Code chapter 43-35 is valid for up to one year and expires on the th
UNRESOLVED_CONTAINER	N.D.A.C. § 90-02-03-01	section	43-35-19	43-35-19	3-segment container absent	as required by North Dakota Century Code section 43-35-19. History: Amended effective October 1, 2024. Gene
UNRESOLVED_CONTAINER	N.D.A.C. § 91-01-01-01	chapter	4-28	4-28	2-segment container absent	ion codified as North Dakota Century Code chapter 4-28. The state wheat commission was established for t
UNRESOLVED_CONTAINER	N.D.A.C. § 94-03-01-01	chapter	65-13	65-13	2-segment container absent	was codified in North Dakota Century Code chapter 65-13 under the administration of the workmen's compens
UNRESOLVED_CONTAINER	N.D.A.C. § 95-01-01-01	chapter	4-14.1	4-14.1	2-segment container absent	s authorized by North Dakota Century Code chapter 4-14.1 to provide assistance to agriculturally related i
UNRESOLVED_CONTAINER	N.D.A.C. § 95-01-01-01	section	4-14.1-03	4-14.1-3	3-segment container absent	s designated in North Dakota Century Code section 4-14.1-03. History: Effective June 1, 1990; amended effecti
UNRESOLVED_NO_PARENT	N.D.A.C. § 33-04-12-01	section	33-04-13-01	33-4-13-1	chapter absent in-corpus	ible interest in the record as defined in section 33-04-13-01. When such additions or minor amendments are made
UNRESOLVED_NO_PARENT	N.D.A.C. § 33-07-01.1-01	section	33-07-01-36	33-7-1-36	chapter absent in-corpus	als must provide services consistent with section 33-07-01-36. [2] "Rehabilitation hospital" means a facility o
UNRESOLVED_NO_PARENT	N.D.A.C. § 33-07-01.1-01	section	33-07-01-35	33-7-1-35	chapter absent in-corpus	nge to provide the services identified in section 33-07-01-35. [3] "Outpatient birth hospital" means a facility
UNRESOLVED_NO_PARENT	N.D.A.C. § 33-07-01.1-27	section	33-07-01-35	33-7-1-35	chapter absent in-corpus	d rehabilitation hospital as described in section 33-07-01-35. 2. Primary care hospitals are subject to the bas
UNRESOLVED_NO_PARENT	N.D.A.C. § 33-11-02-03	section	33-11-01-15	33-11-1-15	chapter absent in-corpus	In addition to a vehicle as described in section 33-11-01-15, the ambulance shall have the following, unless o
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-16-01-26	section	33.1-13-01-32	33.1-13-1-32	chapter absent in-corpus	be further adjusted under subsection 4 of section 33.1-13-01-32 if the character or treatability of the pollutant
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-16-02.1-11	section	33-16-02-08	33-16-2-8	chapter absent in-corpus	meet the general conditions set forth in section 33-16-02-08 of the state water quality standards. While excee
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-18-01-04	section	24-02-01-03	24-2-1-3	chapter absent in-corpus	erlines and other hazardous devices. Note section 24-02-01-03. Greater distances are always preferable and ofte
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-20-12-02	section	33.1-03-02-05	33.1-3-2-5	chapter absent in-corpus	an fetuses shall meet the requirements of section 33.1-03-02-05. 10. An infectious waste which is not regulated b
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-01-04	section	331-24-05-733	331-24-5-733	chapter absent in-corpus	ection 33.1-24-05-733, or subsection 3 of section 331-24-05-733, disposes of, or recycles, except under the provi
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-02-03	sections	33-24-05-800	33-24-5-800	chapter absent in-corpus	sections 33.1-24-05-01 through 33.1-24-05-559, or 33-24-05-800 through 33-24-05-929: a. Hazardous debris as defi
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-02-03	sections	33-24-05-929	33-24-5-929	chapter absent in-corpus	1 through 33.1-24-05-559, or 33-24-05-800 through 33-24-05-929: a. Hazardous debris as defined in sections 33.1-
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-02-04	section	33-24-02-01	33-24-2-1	chapter absent in-corpus	tion per subdivision h of subsection 3 of section 33-24-02-01. 2. Solid wastes that are not hazardous wastes. T
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-02-06	sections	33.1-4-05-234	33.1-4-5-234	chapter absent in-corpus	ls are reclaimed (sections 33.1-24-05-230 through 33.1-4-05-234). (4) Spent lead-acid batteries that are being re
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-01	sections	3-24-05-300	3-24-5-300	chapter absent in-corpus	of sections 33.1-24-05-01 through 33.1-24-05-190, 3-24-05-300 through 33.1-24-05-524, 33.1-24-05-550 through 33
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-285	33-24-5-285	chapter absent in-corpus	native treatment technologies provided by section 33-24-05-285, the contaminants subject to treatment, as descri
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-285	33-24-5-285	chapter absent in-corpus	reatment, as described in subsection 2 of section 33-24-05-285; and an indication that these contaminants are be
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-285	33-24-5-285	chapter absent in-corpus	aminants are being treated to comply with section 33-24-05-285. 8. For contaminated soil subject to land √ √ dis
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-289	33-24-5-289	chapter absent in-corpus	strictions as provided in subsection 1 of section 33-24-05-289, the constituents subject to treatment as describ
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-289	33-24-5-289	chapter absent in-corpus	treatment as described in subsection 4 of section 33-24-05-289, and the following statements: This contaminated
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-289	33-24-5-289	chapter absent in-corpus	standards as provided by subsection 3 of section 33-24-05-289 or the universal treatment standards. 9. A certif
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-251	33-24-5-251	chapter absent in-corpus	r √ category (see subsections 7 and 11 of section 33-24-05-251), and subdivisions made within a waste code based
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-289	33-24-5-289	chapter absent in-corpus	rictions as provided √ in subsection 1 of section 33-24-05-289, the constituents subject to treatment as describ
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-289	33-24-5-289	chapter absent in-corpus	treatment as described in subsection 4 of section 33-24-05-289, and the following statement: "This contaminated
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-05-256	section	33-24-05-289	33-24-5-289	chapter absent in-corpus	standards as provided by subsection 3 of section 33-24-05-289." 6. A certification is needed (see applicable se
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-08-34	section	33-24-08-30	33-24-8-30	chapter absent in-corpus	nce with subdivision c of subsection 1 of section 33-24-08-30. 2. Line tightness testing. A periodic test of pi
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-08-47	section	33.1-24-18-45	33.1-24-18-45	chapter absent in-corpus	nation in accordance with requirements in section 33.1-24-18-45. The training program or comparable examination m
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-08-47	section	33.1-24-18-45	33.1-24-18-45	chapter absent in-corpus	must cover all applicable requirements in section 33.1-24-18-45; or 2. The department, at its discretion, waives
UNRESOLVED_NO_PARENT	N.D.A.C. § 33.1-24-08-48	section	33.1-24-18-24	33.1-24-18-24	chapter absent in-corpus	, have been completed, in accordance with section 33.1-24-18-24 as follows: 1. The list must: a. Identify all cla
UNRESOLVED_NO_PARENT	N.D.A.C. § 45-06-06.1-12	section	45-06-06-01	45-6-6-1	chapter absent in-corpus	e, unless the filing provided pursuant to section 45-06-06-01 indicates the carrier intends to operate as a sma
UNRESOLVED_NO_PARENT	N.D.A.C. § 45-06-06.1-12	section	45-06-06-01	45-6-6-1	chapter absent in-corpus	state. 2. If the filing made pursuant to section 45-06-06-01 indicates that a carrier does not intend to opera
UNRESOLVED_NO_PARENT	N.D.A.C. § 45-06-07-06	section	45-06-06-03	45-6-6-3	chapter absent in-corpus	e services, as defined in subsection 5 of section 45-06-06-03. b. Inpatient hospital services, meaning medicall
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-01-01	section	62-03-10-09	62-3-10-9	chapter absent in-corpus	micro-organisms, done in accordance with section 62-03-10-09. 39. "Distillation" means a process of removing s
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-03-01	section	62-03-03-03	62-3-3-3	chapter absent in-corpus	r quality as permitted in subsection 1 of section 62-03-03-03. b. Materials not covered by the standards cited
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-03-01	section	62-03-03-03	62-3-3-3	chapter absent in-corpus	authority as permitted in subsection 2 of section 62-03-03-03. 2. General requirements. All materials, fixtures
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-03-01	section	62-03-03-03	62-3-3-3	chapter absent in-corpus	uthority under the authority contained in section 62-03-03-03. All materials installed in water conditioning sy
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-06-04	section	62-03-11-07	62-3-11-7	chapter absent in-corpus	sewer ejector installed as required under section 62-03-11-07 and the discharge must be indirectly connected to
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-06-04	section	62-03-09-01	62-3-9-1	chapter absent in-corpus	age system as required by subsection 1 of section 62-03-09-01. 3. Strainers and baskets. Every indirect waste r
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-07-09	section	62-03-10-13	62-3-10-13	chapter absent in-corpus	n the tables contained in subsection 2 of section 62-03-10-13. 2. Size of fixture supply. The minimum sizes of
UNRESOLVED_NO_PARENT	N.D.A.C. § 62-04-07-09	section	62-03-10-14	62-3-10-14	chapter absent in-corpus	in the table contained in subsection 2 of section 62-03-10-14. The fixture supply pipe shall be extended to wit
UNRESOLVED_NO_PARENT	N.D.A.C. § 69-05.2-04-01.7	section	69-05.1-04-01.1	69-5.1-4-1.1	chapter absent in-corpus	14.1-07, subdivision b of subsection 1 of section 69-05.1-04-01.1, or within the specified distance from a structur
UNRESOLVED_NO_PARENT	N.D.A.C. § 69-05.2-09-02	section	33-20-02.1-01	33-20-2.1-1	chapter absent in-corpus	ed under subdivision i of subsection 2 of section 33-20-02.1-01 and any other wastes requiring a permit from the
UNRESOLVED_NO_PARENT	N.D.A.C. § 71-04-05-08	sections	71-04-07-01	71-4-7-1	chapter absent in-corpus	e payable as provided in sections 71-04-03-06 and 71-04-07-01. History: Effective April 1, 1989; amended effect
UNRESOLVED_NO_PARENT	N.D.A.C. § 75-02-02.1-09	sections	50-09-0-6.1	50-9-0-6.1	chapter absent in-corpus	utomatic under North Dakota Century Code sections 50-09-0-6.1 and 50-24.1-02.1. The requirement for the assignm
UNRESOLVED_NO_PARENT	N.D.A.C. § 75-03-20-11	section	75-30-20-08	75-30-20-8	chapter absent in-corpus	those taxes identified as unallowable in section 75-30-20-08. 2. Whenever exemptions to taxes are legally avai
UNRESOLVED_NO_PARENT	N.D.A.C. § 93-02-02.1-02	section	93-02-02.2-04	93-2-2.2-4	chapter absent in-corpus	ployees and independent contractors under section 93-02-02.2-04. This section does not apply to individuals who a
